               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 112,            0.024536,           0.0078329,           0.0017648,             0.99099,             0.98758,               0.994,             0.74867,            0.019887,           0.0041426,           0.0002109,           0.0081685,           0.0081685,           0.0081685
                 113,            0.025062,           0.0078451,           0.0017468,             0.99311,             0.99415,              0.9944,             0.74934,             0.01969,           0.0040112,          0.00020309,            0.008152,            0.008152,            0.008152
                 114,             0.02501,           0.0076469,           0.0019381,             0.99059,              0.9932,             0.99412,             0.75165,            0.019822,           0.0039741,           0.0002562,           0.0081355,           0.0081355,           0.0081355
                 115,            0.024851,           0.0080351,           0.0014492,             0.99316,              0.9906,             0.99431,             0.76283,            0.019179,           0.0039638,          0.00025448,            0.008119,            0.008119,            0.008119
                 116,            0.024815,           0.0077739,           0.0018222,             0.99064,             0.99486,             0.99466,             0.76886,            0.018897,           0.0039821,          0.00025297,           0.0081025,           0.0081025,           0.0081025
                 117,             0.02412,           0.0075826,           0.0013949,             0.99402,             0.99567,             0.99474,             0.75568,            0.019669,           0.0040954,          0.00020518,            0.008086,            0.008086,            0.008086
                 118,            0.025325,            0.007828,            0.001844,             0.99643,              0.9899,             0.99493,             0.73013,            0.021091,           0.0042122,          0.00022428,           0.0080695,           0.0080695,           0.0080695
                 119,            0.024838,           0.0079121,           0.0017397,             0.99473,              0.9931,             0.99427,             0.75414,            0.019516,           0.0040619,          0.00021915,            0.008053,            0.008053,            0.008053
                 120,            0.023924,           0.0073898,           0.0017348,             0.99838,             0.99144,             0.99416,             0.75368,            0.019454,           0.0039651,           0.0002319,           0.0080365,           0.0080365,           0.0080365
                 121,            0.024681,           0.0076271,           0.0015945,             0.98898,             0.99569,              0.9944,             0.77606,            0.018383,           0.0039056,          0.00026916,             0.00802,             0.00802,             0.00802
                 122,            0.024181,           0.0076422,           0.0014997,             0.99502,             0.99496,             0.99464,             0.77038,             0.01873,           0.0039185,          0.00020531,           0.0080035,           0.0080035,           0.0080035
                 123,            0.024379,           0.0075114,           0.0015141,              0.9925,             0.99744,             0.99475,             0.75928,            0.018962,           0.0039398,          0.00019118,            0.007987,            0.007987,            0.007987
                 124,            0.024195,           0.0078401,            0.001707,             0.99588,             0.99118,             0.99441,             0.77618,            0.018263,           0.0039546,          0.00024609,           0.0079705,           0.0079705,           0.0079705
                 125,            0.023736,           0.0074978,           0.0016298,              0.9935,             0.99146,             0.99413,             0.76366,            0.018816,           0.0039467,          0.00020494,            0.007954,            0.007954,            0.007954
                 126,            0.024192,           0.0075229,           0.0013944,             0.99591,             0.99482,             0.99468,             0.78016,            0.018102,           0.0038203,          0.00018146,           0.0079375,           0.0079375,           0.0079375
                 127,            0.023562,           0.0073857,           0.0014224,             0.99839,             0.99527,             0.99484,              0.7655,            0.018489,           0.0038729,           0.0001958,            0.007921,            0.007921,            0.007921
                 128,            0.024153,           0.0076785,           0.0014959,             0.99486,             0.99491,             0.99431,             0.77461,             0.01853,            0.003852,          0.00018125,           0.0079045,           0.0079045,           0.0079045
                 129,             0.02372,           0.0075763,           0.0015717,              0.9952,             0.99576,             0.99491,             0.76258,            0.018556,           0.0038569,          0.00017905,            0.007888,            0.007888,            0.007888
                 130,            0.023935,           0.0073557,           0.0014096,             0.99261,             0.99282,             0.99398,             0.79115,            0.017701,            0.003779,          0.00016738,           0.0078715,           0.0078715,           0.0078715
                 131,            0.023242,           0.0077052,           0.0013648,             0.99252,             0.99492,             0.99461,             0.79818,            0.017011,            0.003722,          0.00017664,            0.007855,            0.007855,            0.007855
                 132,            0.023834,           0.0076887,           0.0013569,              0.9932,             0.99651,             0.99467,             0.76152,            0.018906,           0.0037498,          0.00020409,           0.0078385,           0.0078385,           0.0078385
                 133,             0.02372,           0.0072372,           0.0012177,             0.99407,             0.99431,             0.99496,             0.78307,             0.01783,           0.0037726,          0.00024307,            0.007822,            0.007822,            0.007822
                 134,            0.023385,           0.0076088,           0.0014922,             0.99751,             0.99615,             0.99494,             0.79571,            0.017416,           0.0037491,          0.00017805,           0.0078055,           0.0078055,           0.0078055
                 135,             0.02293,            0.007178,           0.0016171,             0.99662,              0.9957,             0.99473,             0.78368,            0.017826,           0.0037588,          0.00021981,            0.007789,            0.007789,            0.007789
                 136,            0.023635,           0.0073175,           0.0013976,             0.99512,             0.99479,             0.99472,             0.77478,            0.018115,           0.0038886,          0.00019687,           0.0077725,           0.0077725,           0.0077725
                 137,            0.023206,           0.0077489,           0.0017507,             0.99511,             0.99744,             0.99461,             0.78553,            0.017824,            0.003798,          0.00017217,            0.007756,            0.007756,            0.007756
                 138,            0.023317,           0.0075311,           0.0017955,             0.99301,             0.99569,             0.99485,             0.78789,            0.017425,           0.0038326,          0.00017881,           0.0077395,           0.0077395,           0.0077395
